mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,12.73630800031242,1.3744536402545986,15.490295005292865,8644.6953125,731.3,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GATv2\GATv2_fp32\run_01\baseline_profiling.json
optimized,12.980210000969237,1.4732631848173605,15.791029999672899,8644.6953125,662.2,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GATv2\GATv2_fp32\run_01\optimized_profiling.json
