mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,8.509127000070293,4.174241162187295,477.20703125,712.5,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GCN_fp32\run_00\baseline_profiling.json
optimized,9.44852799992077,4.705610950920084,477.20703125,687.6,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GCN_fp32\run_00\optimized_profiling.json
