mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,149.46691000426654,8.348583737341968,1515.625,177.5,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\SGC_int8\run_00\baseline_profiling.json
optimized,149.87553700164426,5.13080892689481,1515.625,175.7,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\SGC_int8\run_00\optimized_profiling.json
