device,avg_latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct,status
CPU,8.8605366666665,0.0,112.85998101695333,211.59375,628.5,ok
GPU,7.174023333333442,0.0,139.39179642106706,551.328125,100.1,ok
NPU,10.343463333335498,0.0,96.67941653325569,551.328125,931.5,ok
