mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,3.7835340008314233,0.8572537272157168,5.461620002461132,713.421875,845.8,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n512_e3584\GraphTransformer_fp32\run_02\baseline_profiling.json
optimized,3.7469599989708513,0.6160256557015915,4.922135005472228,713.421875,820.8,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n512_e3584\GraphTransformer_fp32\run_02\optimized_profiling.json
