device,latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct
CPU,0.6076573999816901,0.2320219595736463,1645.6641522511402,270.59765625,1179.2
GPU,1.5574493999956758,0.0961530811500838,642.0754343626037,590.7796875,116.24000000000001
NPU,0.3690774000278907,0.03428431415993245,2709.458774567154,603.8203125,726.4399999999999
