mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,40.63062333333202,1.9289552978521993,319.55859375,685.8,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\GraphSAGE_fp32\CPU\run_00\baseline_profiling.json
optimized,40.295800000001236,2.2114830893921247,320.28125,646.0,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\GraphSAGE_fp32\CPU\run_00\optimized_profiling.json
