mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,8.830865000109043,1.3606061596555028,598.671875,695.0,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GraphTransformer_int8\run_02\baseline_profiling.json
optimized,8.965193000094587,1.771920775706277,598.671875,786.2,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GraphTransformer_int8\run_02\optimized_profiling.json
