mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,38.483122999896295,2.9056208855061785,889.42578125,683.9,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_int8\run_00\baseline_profiling.json
optimized,38.00562999735121,3.162638232911881,889.42578125,711.0,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_int8\run_00\optimized_profiling.json
