mode,avg_latency_ms,std_latency_ms,iterations,providers,profiling_json
baseline,2.1630950001781457,2.040819708732116,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\MobileNetV2\run_03\baseline_profiling.json
optimized,1.9190889998571947,0.9766376119706145,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\MobileNetV2\run_03\optimized_profiling.json
