mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,7.382092001498677,0.8467009678585128,738.04296875,678.2,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GAT_fp32\run_00\baseline_profiling.json
optimized,7.7288380020763725,2.684996536995281,738.04296875,811.6,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GAT_fp32\run_00\optimized_profiling.json
