mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,41.95441333332989,7.802023400279749,466.30078125,667.0,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\GraphSAGE_int8\NPU\run_00\baseline_profiling.json
optimized,37.730586666665054,1.963895020741318,466.30078125,750.0,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\GraphSAGE_int8\NPU\run_00\optimized_profiling.json
