mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,8.439190999997663,1.4589481540028295,477.20703125,653.6,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GCN_int8\run_01\baseline_profiling.json
optimized,8.13174999990224,0.9662687774256096,477.20703125,677.6,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GCN_int8\run_01\optimized_profiling.json
