mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,40.63776199995118,3.493556115903212,598.671875,682.6,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GraphSAGE_int8\run_00\baseline_profiling.json
optimized,39.90390099990691,3.372758002955671,598.671875,707.4,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GraphSAGE_int8\run_00\optimized_profiling.json
