mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,2.0335439999144,0.4618179853277527,598.671875,20.0,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\mobilenetv2_fp32\run_01\baseline_profiling.json
optimized,2.4969600000986247,0.4055690132800871,598.671875,27.7,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\mobilenetv2_fp32\run_01\optimized_profiling.json
