mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,134.7357699983695,23.420919255365188,191.10896999482063,1372.29296875,1069.3,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_int8\run_00\baseline_profiling.json
optimized,98.99499500053935,18.13014414527639,132.68292500797543,1372.29296875,1077.8,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_int8\run_00\optimized_profiling.json
