mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,9.775357999606058,0.6058469685013788,669.2734375,698.4,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\APPNP_int8\run_00\baseline_profiling.json
optimized,9.951371998758987,0.8001293201149198,673.01953125,671.2,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\APPNP_int8\run_00\optimized_profiling.json
