mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,1.9976899999960551,0.40141892857804484,438.60546875,133.0,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\mobilenetv2_fp32\GPU\run_00\baseline_profiling.json
optimized,2.0480366666750647,0.25398811321723364,446.921875,99.2,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\mobilenetv2_fp32\GPU\run_00\optimized_profiling.json
