mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,105.14788300002692,12.781899743932872,1172.50390625,339.3,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\vit-tiny\vit-tiny_fp32\run_02\baseline_profiling.json
optimized,106.93688599974848,13.1158128946328,1172.50390625,324.6,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\vit-tiny\vit-tiny_fp32\run_02\optimized_profiling.json
