mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,27.895102000329643,4.179171948882725,34.329750012693694,874.64453125,1118.4,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n2048_e14336\MPNN_int8\run_01\baseline_profiling.json
optimized,21.213416999671608,2.910668770710364,26.627265005663503,874.64453125,1131.6,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n2048_e14336\MPNN_int8\run_01\optimized_profiling.json
