mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,4.445185000658967,1.7579410609191117,6.313740000769028,722.48828125,1110.7,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n512_e3584\MPNN_fp32\run_01\baseline_profiling.json
optimized,5.04445400001714,2.515535624714619,8.947539992368542,722.48828125,1135.5,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n512_e3584\MPNN_fp32\run_01\optimized_profiling.json
