mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,7.870096000115154,1.3245545221823922,8005.49609375,737.1,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GCN\GCN_fp32\run_01\baseline_profiling.json
optimized,8.110141999895859,1.488272604511966,8005.49609375,616.9,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GCN\GCN_fp32\run_01\optimized_profiling.json
