mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,38.98804300017218,3.7812258735236086,579.2109375,700.5,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_fp32\run_02\baseline_profiling.json
optimized,38.804328000023816,2.8574735355752767,579.2109375,691.0,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_fp32\run_02\optimized_profiling.json
