device,latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct,status
CPU,81.74015666785029,0.0,12.233888956972308,487.625,725.5,ok
GPU,672.3981566591343,0.0,1.4872140711518045,742.89453125,97.1,ok
NPU,82.4428800008415,0.0,12.129610222129466,742.89453125,667.7,ok
