mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,6.921550999832107,3.4818674942881644,10.575114999664947,722.48828125,1116.4,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n512_e3584\MPNN_int8\run_02\baseline_profiling.json
optimized,7.678891999676125,6.364538376865651,9.009720005997224,722.48828125,1130.4,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n512_e3584\MPNN_int8\run_02\optimized_profiling.json
