device,avg_latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct,status
CPU,11.625503333332668,0.0,86.01778102224597,211.39453125,790.3,ok
GPU,5.5590433333331175,0.0,179.88706689940753,533.76953125,100.2,ok
NPU,11.370966666669347,0.0,87.94327072747532,533.76953125,617.7,ok
