mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,5.933490000079473,0.9087622466829216,454.78125,742.5,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\bert-tiny_fp32\run_02\baseline_profiling.json
optimized,6.254874999940512,0.8594543614716216,454.78125,706.8,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\bert-tiny_fp32\run_02\optimized_profiling.json
