mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,98.05429199914215,27.383517754824286,153.38279499919733,1251.67578125,1063.7,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_fp32\run_02\baseline_profiling.json
optimized,80.36592800024664,17.368744526245273,114.04709500420721,1251.67578125,1073.6,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_fp32\run_02\optimized_profiling.json
