mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,38.629636999958166,3.233870725152017,596.20703125,707.3,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_int8\run_01\baseline_profiling.json
optimized,37.61962799995672,3.111427899354563,596.20703125,714.4,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_int8\run_01\optimized_profiling.json
