mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,9.080953000066074,0.7323164834197894,477.20703125,675.4,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\bert-tiny_int8\run_01\baseline_profiling.json
optimized,8.55843499999537,0.8524729588040005,477.20703125,765.4,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\bert-tiny_int8\run_01\optimized_profiling.json
