mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,4.8182599999980384,1.2724092731409016,1235.15625,22.2,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\resnet50_fp32\NPU\run_00\baseline_profiling.json
optimized,5.1362633333231615,1.083477316012164,1235.15625,19.9,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\resnet50_fp32\NPU\run_00\optimized_profiling.json
