mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,39.77277199986929,3.6311428178403187,579.0625,673.8,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_fp32\run_01\baseline_profiling.json
optimized,40.98712800012436,5.3564997706040245,579.0625,673.7,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GIN_fp32\run_01\optimized_profiling.json
