mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,8.929537999974855,1.5904422061851617,598.671875,652.5,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GraphTransformer_int8\run_00\baseline_profiling.json
optimized,9.467807999990328,3.70821484446043,598.671875,661.5,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\GraphTransformer_int8\run_00\optimized_profiling.json
