mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,130.25479399992037,21.332533465006563,176.17593499380746,1412.9296875,1066.5,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_int8\run_01\baseline_profiling.json
optimized,116.39034400039236,20.697622880219573,156.45031500098412,1412.9296875,1078.2,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_int8\run_01\optimized_profiling.json
