mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,132.92043100082083,25.63158964088231,177.1571599994786,1412.9296875,1056.0,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_int8\run_02\baseline_profiling.json
optimized,119.74481199984439,27.912352719752707,172.25848500602294,1412.9296875,1070.7,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n8192_e57344\MPNN_int8\run_02\optimized_profiling.json
