mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,5.606860996922478,0.5649354073716017,857.6484375,767.7,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\bert-tiny_fp32\run_01\baseline_profiling.json
optimized,5.642805998213589,0.6416030252800573,857.6484375,839.1,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\bert-tiny_fp32\run_01\optimized_profiling.json
