mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,4.271753999892098,1.0562770414273999,1248.59375,17.2,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\resnet50_fp32\run_01\baseline_profiling.json
optimized,4.210473000039201,0.9706404007003774,1248.59375,16.7,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\resnet50_fp32\run_01\optimized_profiling.json
