mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,76.74877599900356,5.243975752774927,87.32896499859635,8662.25390625,657.1,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\SGC\SGC_fp32\run_01\baseline_profiling.json
optimized,77.8119609998248,6.149423186872948,86.3018650074082,8662.25390625,695.8,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\SGC\SGC_fp32\run_01\optimized_profiling.json
