mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,32.326476000016555,3.4075916259756394,1199.09765625,710.0,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\hw_comparison\ResNet50\NPU\run_04\baseline_profiling.json
optimized,36.58660400000372,3.8563672285205035,1202.22265625,616.3,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\hw_comparison\ResNet50\NPU\run_04\optimized_profiling.json
