mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,9.43048999999784,1.0730726273525228,213.90234375,561.6,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\GraphTransformer_int8\CPU\run_00\baseline_profiling.json
optimized,9.164763333332834,0.9420397399531816,219.80078125,742.5,30,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\hw_comparison\GraphTransformer_int8\CPU\run_00\optimized_profiling.json
