mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,13.282520999346161,3.184648523427898,18.781745008891445,750.3359375,1114.6,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n1024_e7168\MPNN_int8\run_00\baseline_profiling.json
optimized,15.123783999006264,3.803230780861999,22.014279998984417,750.3359375,1123.1,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n1024_e7168\MPNN_int8\run_00\optimized_profiling.json
