device,avg_latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct,status
CPU,23.361743333334555,0.0,42.80502468208841,211.84375,275.6,ok
GPU,9.40303333333361,0.0,106.34866053861738,547.9765625,89.0,ok
NPU,11.463416666664253,0.0,87.23402708618377,547.9765625,857.4,ok
