model,dataset,device,precision,mean_ms,std_ms,p95_ms
vit-tiny,ogbn-arxiv,CPU,fp32,105.4233,2.6384,126.031
vit-tiny,ogbn-arxiv,GPU,fp32,6.2264,0.1144,7.0856
vit-tiny,ogbn-arxiv,NPU,fp32,9.095,0.0568,10.3144
vit-tiny,ogbn-products,CPU,fp32,104.4183,2.965,122.2124
vit-tiny,ogbn-products,GPU,fp32,6.2706,0.105,7.2029
vit-tiny,ogbn-products,NPU,fp32,9.1039,0.0487,10.2033
vit-tiny,ogbn-proteins,CPU,fp32,102.5361,1.7835,120.4669
vit-tiny,ogbn-proteins,GPU,fp32,6.1536,0.0914,7.0535
vit-tiny,ogbn-proteins,NPU,fp32,9.0869,0.0815,10.3396
