device,latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct
CPU,34.93871019994549,6.624858432133405,28.621548828713205,672.76875,646.8399999999999
GPU,9.69794059999549,0.07780299756601958,103.1146757075894,1052.7609375,97.4
NPU,37.691265199973714,3.623898113294731,26.53134604780254,1193.13984375,599.6
