mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,10.059591999633994,1.5634153646020774,1046.30859375,89.1,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\hw_comparison\ResNet50\GPU\run_03\baseline_profiling.json
optimized,9.716812999795366,1.1785835436585594,1092.6171875,96.8,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\hw_comparison\ResNet50\GPU\run_03\optimized_profiling.json
