mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,25.918853000039235,0.993136317645137,27.4374299988267,785.20703125,769.8,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\APPNP_int8\run_01\baseline_profiling.json
optimized,26.228903000737773,0.9307322777808392,27.929374993254896,785.20703125,724.4,100,OpenVINOExecutionProvider | CPUExecutionProvider,False,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\APPNP_int8\run_01\optimized_profiling.json
