mode,avg_latency_ms,std_latency_ms,iterations,providers,profiling_json
baseline,0.2068599997801357,0.11107831367947567,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\BERT-tiny\run_02\baseline_profiling.json
optimized,0.2651390001847176,0.3780332178512442,100,OpenVINOExecutionProvider | CPUExecutionProvider,C:\Users\yusuf\npu-graph-opt-benchmarking\results\BERT-tiny\run_02\optimized_profiling.json
