device,avg_latency_ms,std_ms,throughput_ips,peak_memory_mb,cpu_util_pct,status
CPU,10.317506666672216,0.0,96.92264151669674,218.42578125,841.3,ok
GPU,2.0480366666750647,0.0,488.2725081399419,446.921875,99.2,ok
NPU,2.5711033333398823,0.0,388.9380823527589,551.12890625,0.0,ok
