mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,68.11865999959991,15.283353806181196,95.66589499663678,1050.96875,1067.5,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\MPNN_int8\run_01\baseline_profiling.json
optimized,48.069392000179505,11.602216551787516,67.93567999848163,1050.96875,1093.2,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\MPNN_int8\run_01\optimized_profiling.json
