mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,39.465530999877956,4.568603282457558,49.55291500373278,934.9375,1118.6,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\MPNN_fp32\run_00\baseline_profiling.json
optimized,34.766171000665054,5.375932034140793,44.425679990672506,978.5234375,1124.3,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\MPNN_fp32\run_00\optimized_profiling.json
