mode,avg_latency_ms,std_latency_ms,p95_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,fallback_to_cpu,profiling_json
baseline,54.74700900085736,14.08111016056867,80.65332500627846,978.5625,1048.0,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\MPNN_fp32\run_02\baseline_profiling.json
optimized,34.15149000065867,4.766023627348349,42.72532500181114,978.5625,1114.8,100,CPUExecutionProvider,True,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\scaling_sweep\runs\n4096_e28672\MPNN_fp32\run_02\optimized_profiling.json
