mode,avg_latency_ms,std_latency_ms,peak_memory_mb,cpu_utilization_pct,iterations,providers,profiling_json
baseline,12.391167000059795,2.998761968342662,451.12890625,731.9,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\APPNP_int8\run_02\baseline_profiling.json
optimized,12.081070999920485,3.1873941401104675,451.12890625,662.5,100,,C:\Users\yusuf\Projects\npu-graph-opt-benchmarking\results\APPNP_int8\run_02\optimized_profiling.json
